                       x                        y                        z
 3.809127e+008  1.040268e+008  0.000000e+000
 3.808808e+008  1.045055e+008  0.000000e+000
 3.808487e+008  1.049843e+008  0.000000e+000
 3.808166e+008  1.054630e+008  0.000000e+000
 3.807843e+008  1.059416e+008  0.000000e+000
 3.807518e+008  1.064202e+008  0.000000e+000
 3.807193e+008  1.068988e+008  0.000000e+000
 3.806866e+008  1.073773e+008  0.000000e+000
 3.806537e+008  1.078558e+008  0.000000e+000
 3.806207e+008  1.083343e+008  0.000000e+000
 3.805876e+008  1.088127e+008  0.000000e+000
 3.805543e+008  1.092911e+008  0.000000e+000
 3.805209e+008  1.097694e+008  0.000000e+000
 3.804874e+008  1.102477e+008  0.000000e+000
 3.804537e+008  1.107260e+008  0.000000e+000
 3.804199e+008  1.112042e+008  0.000000e+000
 3.803859e+008  1.116824e+008  0.000000e+000
 3.803518e+008  1.121605e+008  0.000000e+000
 3.803176e+008  1.126386e+008  0.000000e+000
 3.802833e+008  1.131167e+008  0.000000e+000
 3.802488e+008  1.135947e+008  0.000000e+000
 3.802141e+008  1.140727e+008  0.000000e+000
 3.801794e+008  1.145506e+008  0.000000e+000
 3.801444e+008  1.150285e+008  0.000000e+000
 3.801094e+008  1.155064e+008  0.000000e+000
 3.800742e+008  1.159842e+008  0.000000e+000
 3.800389e+008  1.164619e+008  0.000000e+000
 3.800035e+008  1.169397e+008  0.000000e+000
 3.799679e+008  1.174174e+008  0.000000e+000
 3.799321e+008  1.178950e+008  0.000000e+000
 3.798963e+008  1.183726e+008  0.000000e+000
 3.798603e+008  1.188502e+008  0.000000e+000
 3.798242e+008  1.193277e+008  0.000000e+000
 3.797879e+008  1.198052e+008  0.000000e+000
 3.797515e+008  1.202826e+008  0.000000e+000
 3.797150e+008  1.207600e+008  0.000000e+000
 3.796783e+008  1.212374e+008  0.000000e+000
 3.796415e+008  1.217147e+008  0.000000e+000
 3.796046e+008  1.221919e+008  0.000000e+000
 3.795675e+008  1.226692e+008  0.000000e+000
 3.795303e+008  1.231463e+008  0.000000e+000
